file	axeyum	axeyum_s	axeyum_k	status
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test15-1.i_12.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test15-1.i_14.smt2	unknown	3.22	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test15-1.i_17.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test15-1.i_3.smt2	unknown	7.63	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test15-1.i_8.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test15-2.i_5.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test15-2.i_7.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test15-2.i_9.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test16.i_1.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test16.i_3.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test17_1-1.i_2.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test17_1-2.i_0.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test17_2-2.i_2.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test17_2-2.i_4.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test17_3.i_4.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test17_3.i_6.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18.i_0.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18.i_2.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18.i_4.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_11.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_13.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_15.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_17.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_19.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_21.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_23.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_25.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_27.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_29.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_30.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_32.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_34.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_36.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_38.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_4.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_41.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_43.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_45.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_47.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_49.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_50.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_52.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_54.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_57.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_6.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test18_3.i_8.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test19-1.i_10.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test19-1.i_4.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test19-1.i_8.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test20-2.i_2.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test20-2.i_4.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test20-2.i_6.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test21-2.i_1.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test21-2.i_3.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test21-2.i_5.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test23_3.i_1.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test23_3.i_3.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test3-2.i_1.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test3-2.i_3.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_1.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_11.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_13.smt2	sat	0.91	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_15.smt2	unknown	0.21	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_18.smt2	unknown	24.14	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_3.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_5.smt2	unknown	4.81	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test4-2.i_8.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test5.i_1.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test5.i_3.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_0.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_10.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_13.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_15.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_18.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_2.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_21.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_23.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_25.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_28.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_3.smt2	unknown	21.13	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_31.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_33.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_37.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_4.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6.i_9.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_1.i_12.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_1.i_14.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_1.i_16.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_1.i_18.smt2	unknown	0.12	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_1.i_2.smt2	unknown	0.12	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_1.i_21.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_1.i_23.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_1.i_3.smt2	unknown	21.03	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_1.i_6.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_1.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_13.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_15.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_17.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_19.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_20.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_22.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_24.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_26.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_3.smt2	unknown	20.44	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_2.i_6.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_3.i_11.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test6_3.i_17.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_0.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_11.smt2	unknown	1.51	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_13.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_3.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_5.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_7.smt2	sat	0.81	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-1.i_9.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_10.smt2	unknown	0.21	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_12.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_15.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_17.smt2	sat	0.61	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_20.smt2	sat	0.81	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_24.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_26.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_5.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_7.smt2	sat	0.41	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test7-2.i_9.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test8.i_2.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test8.i_4.smt2	unknown	0.61	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test9.i_2.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test9.i_4.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/optional_data_creation_test04-1.i_3.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/sll-sorted-1.i_16.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/sll-sorted-2.i_22.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/sll_circular_traversal-2.i_29.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/sll_of_sll_nondet_append-2.i_0.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/sll_of_sll_nondet_append-2.i_4.smt2	unknown	0.41	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/split_list_test05-1.i_29.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/split_list_test05-2.i_16.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/split_list_test05-2.i_19.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0102-1.i_10.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0102-1.i_12.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0102-1.i_3.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0102-1.i_5.smt2	unknown	2.71	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0102-1.i_9.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0158-1.i_2.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0158_1-1.i_0.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0158_1-1.i_3.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0232_1-1.i_2.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0232_1-2.i_2.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0232_1-2.i_5.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0232_1-2.i_7.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0234-1.i_1.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0234-1.i_3.smt2	unknown	1.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0234-2.i_0.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0504.i_6.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0504_1.i_1.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0504_1.i_3.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_19.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_21.smt2	sat	0.61	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_24.smt2	sat	0.61	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_26.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_28.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0513.i_30.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0521.i_1.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/test-0521.i_3.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_cnstr.i_0.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_cnstr.i_2.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_parent_ptr.i_0.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_stack.i_0.smt2	sat	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_stack.i_4.smt2	sat	0.41	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_stack.i_7.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/tree_stack.i_9.smt2	unknown	0.11	ok	unknown
AUFLIRA/why/smtlib50d4e5.smt2	unsat	0.51	ok	unsat
AUFLIRA/why/smtlib51a177.smt2	unknown	19.13	ok	unsat
AUFLIRA/why/smtlib52098b.smt2	unsat	15.32	ok	unsat
AUFLIRA/why/smtlib5257b3.smt2	unsat	0.51	ok	unsat
AUFLIRA/why/smtlib5388c6.smt2	unknown	24.13	ok	unsat
AUFLIRA/why/smtlib53f4c3.smt2	unsat	0.41	ok	unsat
